;LOCAL;SECAO;CANDIDATO;VOTOS
1753;EE Prediliano Santana;121;BETINHA DE LÉ;8
1754;EE Prediliano Santana;121;LUIS VINICIUS DO CANTINHO;1
1755;EE Prediliano Santana;121;ORALDO MARTINS;2
1756;EE Prediliano Santana;121;DIM DEFICIENTE VISUAL;1
1757;EE Prediliano Santana;121;MARLY;1
1758;EE Prediliano Santana;121;EDSON MIRANDA;2
1759;EE Prediliano Santana;121;TAZINHA;7
1760;EE Prediliano Santana;121;PRISCILA MATOS;2
1761;EE Prediliano Santana;121;EVANDRO PINHO;2
1762;EE Prediliano Santana;121;GIL PAGÓLE;2
1763;EE Prediliano Santana;121;NADIA FRANCO;1
1764;EE Prediliano Santana;121;THIAGO DURÃES;16
1765;EE Prediliano Santana;121;CLEYTON GARDENAL;3
1766;EE Prediliano Santana;121;JUNIO BARBOSA;3
1767;EE Prediliano Santana;121;NILO DO TAXI;5
1768;EE Prediliano Santana;121;TIÃO DE OLEGARIO;15
1769;EE Prediliano Santana;121;MESSIAS;1
1770;EE Prediliano Santana;121;LEIDE DA SAÚDE;2
1771;EE Prediliano Santana;121;NINHÃO;1
1772;EE Prediliano Santana;121;KÉSLEY;4
1773;EE Prediliano Santana;121;MARIA CLARA;8
1774;EE Prediliano Santana;121;JOÃO ERIK PROTETOR;1
1775;EE Prediliano Santana;121;MOACIR OLIVEIRA;5
1776;EE Prediliano Santana;121;ELIETE SILVEIRA;1
1777;EE Prediliano Santana;121;GATINHO SARMENTO;2
1778;EE Prediliano Santana;121;JUAREZ DO TRATOR;2
1779;EE Prediliano Santana;121;HENILTON IMÓVEIS;3
1780;EE Prediliano Santana;121;ZEZINHO DO SALÃO;6
1781;EE Prediliano Santana;121;LUCAS BAIXINHO;5
1782;EE Prediliano Santana;121;SERGINHO DA AUTO ELETRICA;4
1783;EE Prediliano Santana;121;LETICIA ASSISTENTE SOCIAL;1
1784;EE Prediliano Santana;121;MAERCIO;3
1785;EE Prediliano Santana;121;CIDA;2
1786;EE Prediliano Santana;121;PEDINHA DO BAR;2
1787;EE Prediliano Santana;121;JADSON;13
1788;EE Prediliano Santana;121;JOÃO DETETIVE;11
1789;EE Prediliano Santana;121;JO DA PADARIA;2
1790;EE Prediliano Santana;121;BENE DA BALANÇA;8
1791;EE Prediliano Santana;121;LEILIANE PROFESSORA;1
1792;EE Prediliano Santana;121;LIA DE BIDA;2
1793;EE Prediliano Santana;121;MOREIRA;10
1794;EE Prediliano Santana;121;PEU;2
1795;EE Prediliano Santana;121;GLAUBER DA SAÚDE;1
1796;EE Prediliano Santana;121;CID RODRIGUES;3
1797;EE Prediliano Santana;121;SAMUEL RODRIGUES;1
1798;EE Prediliano Santana;121;DAYANNE CARDOSO;2
1799;EE Prediliano Santana;121;ZE MILTON;1
1800;EE Prediliano Santana;121;ERIC ERLON;2
1801;EE Prediliano Santana;121;MAURICIO COSTA;1
1802;EE Prediliano Santana;121;ESTÉ DO BRIGADEIRO;1
1803;EE Prediliano Santana;121;GENIVALDO BARROS;6
1804;EE Prediliano Santana;121;DAOZINHO DO BAR;1
1805;EE Prediliano Santana;121;ELIANY MAE ATIPICA;1
1806;EE Prediliano Santana;121;FABIO SOUZA;1
1807;EE Prediliano Santana;121;CAROL RODRIGUES;2
1808;EE Prediliano Santana;121;JOÃO LUIZ DE NEGÃO;16
1809;EE Prediliano Santana;121;EILTON SANTIAGO;8
1810;EE Prediliano Santana;121;JARBINHAS;3
1811;EE Prediliano Santana;121;ALAN MIRANDA;4
1812;EE Prediliano Santana;121;JUNIOR GARÇOM;7
1813;EE Prediliano Santana;121;CARLIM;7
1814;EE Prediliano Santana;187;MARCELO PETRONE;29
1815;EE Prediliano Santana;187;LORIM DA PADARIA;3
1816;EE Prediliano Santana;187;JOÃO PELA;10
1817;EE Prediliano Santana;187;MARINA SANTANA;2
1818;EE Prediliano Santana;187;VERONICA CHAVES;5
1819;EE Prediliano Santana;187;VALDECIR BADEGA;2
1820;EE Prediliano Santana;187;DORINHA;6
1821;EE Prediliano Santana;187;HIANCA FERREIRA;1
1822;EE Prediliano Santana;187;BETINHA DE LÉ;4
1823;EE Prediliano Santana;187;ORALDO MARTINS;1
1824;EE Prediliano Santana;187;WESLEY GARÇOM;1
1825;EE Prediliano Santana;187;EDSON MIRANDA;6
1826;EE Prediliano Santana;187;TAZINHA;6
1827;EE Prediliano Santana;187;PRISCILA MATOS;2
1828;EE Prediliano Santana;187;GIL PAGÓLE;1
1829;EE Prediliano Santana;187;THIAGO DURÃES;13
1830;EE Prediliano Santana;187;CLEYTON GARDENAL;3
1831;EE Prediliano Santana;187;JUNIO BARBOSA;1
1832;EE Prediliano Santana;187;PALOMA PIPOQUINHA;1
1833;EE Prediliano Santana;187;NILO DO TAXI;6
1834;EE Prediliano Santana;187;TIÃO DE OLEGARIO;11
1835;EE Prediliano Santana;187;MESSIAS;2
1836;EE Prediliano Santana;187;NINHÃO;2
1837;EE Prediliano Santana;187;KÉSLEY;5
1838;EE Prediliano Santana;187;MARIA CLARA;7
1839;EE Prediliano Santana;187;AGNELO MEDINA;2
1840;EE Prediliano Santana;187;MOACIR OLIVEIRA;11
1841;EE Prediliano Santana;187;GATINHO SARMENTO;1
1842;EE Prediliano Santana;187;JUAREZ DO TRATOR;4
1843;EE Prediliano Santana;187;HENILTON IMÓVEIS;3
1844;EE Prediliano Santana;187;ÍCARO CABELEREIRO;2
1845;EE Prediliano Santana;187;GERALDO DO PINCH;1
1846;EE Prediliano Santana;187;ZEZINHO DO SALÃO;8
1847;EE Prediliano Santana;187;LUCAS BAIXINHO;3
1848;EE Prediliano Santana;187;SERGINHO DA AUTO ELETRICA;3
1849;EE Prediliano Santana;187;MAERCIO;4
1850;EE Prediliano Santana;187;PEDINHA DO BAR;1
1851;EE Prediliano Santana;187;JADSON;17
1852;EE Prediliano Santana;187;JOÃO DETETIVE;10
1853;EE Prediliano Santana;187;JO DA PADARIA;3
1854;EE Prediliano Santana;187;BENE DA BALANÇA;7
1855;EE Prediliano Santana;187;LIA DE BIDA;2
1856;EE Prediliano Santana;187;VILSINHO;3
1857;EE Prediliano Santana;187;MOREIRA;7
1858;EE Prediliano Santana;187;PEU;2
1859;EE Prediliano Santana;187;GLAUBER DA SAÚDE;2
1860;EE Prediliano Santana;187;CID RODRIGUES;2
1861;EE Prediliano Santana;187;DAYANNE CARDOSO;1
1862;EE Prediliano Santana;187;ERIC ERLON;1
1863;EE Prediliano Santana;187;GENIVALDO BARROS;2
1864;EE Prediliano Santana;187;DAOZINHO DO BAR;1
1865;EE Prediliano Santana;187;FABIO SOUZA;1
1866;EE Prediliano Santana;187;CAROL RODRIGUES;2
1867;EE Prediliano Santana;187;JOÃO LUIZ DE NEGÃO;20
1868;EE Prediliano Santana;187;EILTON SANTIAGO;4
1869;EE Prediliano Santana;187;JARBINHAS;2
1870;EE Prediliano Santana;187;ALAN MIRANDA;1
1871;EE Prediliano Santana;187;FABIO SALES;2
1872;EE Prediliano Santana;187;PATTY;1
1873;EE Prediliano Santana;187;JUNIOR GARÇOM;5
1874;EE Prediliano Santana;187;CARLIM;5
1875;EE Prediliano Santana;257;MARCELO PETRONE;27
1876;EE Prediliano Santana;257;LORIM DA PADARIA;6
1877;EE Prediliano Santana;257;JOÃO PELA;7
1878;EE Prediliano Santana;257;MARINA SANTANA;1
1879;EE Prediliano Santana;257;CLAUDIO SAMPA;2
1880;EE Prediliano Santana;257;VERONICA CHAVES;1
1881;EE Prediliano Santana;257;ANISIA DO SANTO ANTONIO;3
1882;EE Prediliano Santana;257;DORINHA;3
1883;EE Prediliano Santana;257;HIANCA FERREIRA;1
1884;EE Prediliano Santana;257;BETINHA DE LÉ;9
1885;EE Prediliano Santana;257;LUIS VINICIUS DO CANTINHO;1
1886;EE Prediliano Santana;257;EDSON MIRANDA;6
1887;EE Prediliano Santana;257;TAZINHA;3
1888;EE Prediliano Santana;257;PRISCILA MATOS;1
1889;EE Prediliano Santana;257;THIAGO DURÃES;15
1890;EE Prediliano Santana;257;CLEYTON GARDENAL;1
1891;EE Prediliano Santana;257;JUNIO BARBOSA;2
1892;EE Prediliano Santana;257;GERALDINHO;1
1893;EE Prediliano Santana;257;NILO DO TAXI;3
1894;EE Prediliano Santana;257;TIÃO DE OLEGARIO;11
1895;EE Prediliano Santana;257;MESSIAS;3
1896;EE Prediliano Santana;257;LEIDE DA SAÚDE;1
1897;EE Prediliano Santana;257;NINHÃO;1
1898;EE Prediliano Santana;257;KÉSLEY;3
1899;EE Prediliano Santana;257;MARIA CLARA;6
1900;EE Prediliano Santana;257;MOACIR OLIVEIRA;6
1901;EE Prediliano Santana;257;ELIETE SILVEIRA;2
1902;EE Prediliano Santana;257;GATINHO SARMENTO;2
1903;EE Prediliano Santana;257;JUAREZ DO TRATOR;3
1904;EE Prediliano Santana;257;HENILTON IMÓVEIS;4
1905;EE Prediliano Santana;257;ÍCARO CABELEREIRO;2
1906;EE Prediliano Santana;257;ZEZINHO DO SALÃO;2
1907;EE Prediliano Santana;257;LUCAS BAIXINHO;3
1908;EE Prediliano Santana;257;RUBINHO ENFERMEIRO;1
1909;EE Prediliano Santana;257;SERGINHO DA AUTO ELETRICA;2
1910;EE Prediliano Santana;257;MAERCIO;2
1911;EE Prediliano Santana;257;CIDA;1
1912;EE Prediliano Santana;257;PEDINHA DO BAR;1
1913;EE Prediliano Santana;257;JADSON;19
1914;EE Prediliano Santana;257;JOÃO DETETIVE;8
1915;EE Prediliano Santana;257;BENE DA BALANÇA;5
1916;EE Prediliano Santana;257;LEILIANE PROFESSORA;1
1917;EE Prediliano Santana;257;LIA DE BIDA;6
1918;EE Prediliano Santana;257;VAGNER DA DENGUE;1
1919;EE Prediliano Santana;257;MOREIRA;9
1920;EE Prediliano Santana;257;GLAUBER DA SAÚDE;4
1921;EE Prediliano Santana;257;CID RODRIGUES;2
1922;EE Prediliano Santana;257;SAMUEL RODRIGUES;3
1923;EE Prediliano Santana;257;DAYANNE CARDOSO;1
1924;EE Prediliano Santana;257;ERIC ERLON;4
1925;EE Prediliano Santana;257;GENIVALDO BARROS;4
1926;EE Prediliano Santana;257;DILSON CORINGA DO BOI DE JANEI;1
1927;EE Prediliano Santana;257;ELIANY MAE ATIPICA;1
1928;EE Prediliano Santana;257;JOÃO LUIZ DE NEGÃO;14
1929;EE Prediliano Santana;257;EILTON SANTIAGO;8
1930;EE Prediliano Santana;257;JARBINHAS;1
1931;EE Prediliano Santana;257;ALAN MIRANDA;3
1932;EE Prediliano Santana;257;FABIO SALES;2
1933;EE Prediliano Santana;257;JUNIOR GARÇOM;4
1934;EE Prediliano Santana;257;CARLIM;10
1935;EE Prediliano Santana;257;DEOLINDA DO FORRO;2
1936;EE Prediliano Santana;260;MARCELO PETRONE;32
1937;EE Prediliano Santana;260;LORIM DA PADARIA;3
1938;EE Prediliano Santana;260;JOÃO PELA;15
1939;EE Prediliano Santana;260;MARINA SANTANA;2
1940;EE Prediliano Santana;260;VERONICA CHAVES;3
1941;EE Prediliano Santana;260;HIANCA FERREIRA;1
1942;EE Prediliano Santana;260;BETINHA DE LÉ;9
1943;EE Prediliano Santana;260;ORALDO MARTINS;1
1944;EE Prediliano Santana;260;WESLEY GARÇOM;2
1945;EE Prediliano Santana;260;DIM DEFICIENTE VISUAL;2
1946;EE Prediliano Santana;260;EDSON MIRANDA;6
1947;EE Prediliano Santana;260;ZOIM;1
1948;EE Prediliano Santana;260;TAZINHA;14
1949;EE Prediliano Santana;260;THIAGO DURÃES;6
1950;EE Prediliano Santana;260;CLEYTON GARDENAL;2
1951;EE Prediliano Santana;260;JUNIO BARBOSA;3
1952;EE Prediliano Santana;260;NILO DO TAXI;3
1953;EE Prediliano Santana;260;TIÃO DE OLEGARIO;7
1954;EE Prediliano Santana;260;MESSIAS;4
1955;EE Prediliano Santana;260;KÉSLEY;6
1956;EE Prediliano Santana;260;MARIA CLARA;6
1957;EE Prediliano Santana;260;AGNELO MEDINA;1
1958;EE Prediliano Santana;260;MOACIR OLIVEIRA;4
1959;EE Prediliano Santana;260;MÁRCIO EVENTOS;1
1960;EE Prediliano Santana;260;ELLEN JÉSSICA;1
1961;EE Prediliano Santana;260;JUAREZ DO TRATOR;2
1962;EE Prediliano Santana;260;HENILTON IMÓVEIS;10
1963;EE Prediliano Santana;260;ZEZINHO DO SALÃO;5
1964;EE Prediliano Santana;260;LUCAS BAIXINHO;2
1965;EE Prediliano Santana;260;SERGINHO DA AUTO ELETRICA;3
1966;EE Prediliano Santana;260;MAERCIO;5
1967;EE Prediliano Santana;260;CIDA;1
1968;EE Prediliano Santana;260;JADSON;10
1969;EE Prediliano Santana;260;JOÃO DETETIVE;9
1970;EE Prediliano Santana;260;JO DA PADARIA;1
1971;EE Prediliano Santana;260;BENE DA BALANÇA;5
1972;EE Prediliano Santana;260;MOREIRA;4
1973;EE Prediliano Santana;260;GLAUBER DA SAÚDE;3
1974;EE Prediliano Santana;260;SAMUEL RODRIGUES;2
1975;EE Prediliano Santana;260;ERIC ERLON;9
1976;EE Prediliano Santana;260;MAURICIO COSTA;1
1977;EE Prediliano Santana;260;GENIVALDO BARROS;4
1978;EE Prediliano Santana;260;DILSON CORINGA DO BOI DE JANEI;1
1979;EE Prediliano Santana;260;CAROL RODRIGUES;2
1980;EE Prediliano Santana;260;JOÃO LUIZ DE NEGÃO;7
1981;EE Prediliano Santana;260;EILTON SANTIAGO;9
1982;EE Prediliano Santana;260;JARBINHAS;3
1983;EE Prediliano Santana;260;ALAN MIRANDA;4
1984;EE Prediliano Santana;260;PATTY;1
1985;EE Prediliano Santana;260;JUNIOR GARÇOM;10
1986;EE Prediliano Santana;260;CARLIM;9
1987;EE Prediliano Santana;132;MARCELO PETRONE;38
1988;EE Prediliano Santana;132;LORIM DA PADARIA;1
1989;EE Prediliano Santana;132;JOÃO PELA;11
1990;EE Prediliano Santana;132;MARINA SANTANA;2
1991;EE Prediliano Santana;132;VICTOR MOTORISTA BODÃO;1
1992;EE Prediliano Santana;132;CLAUDIO SAMPA;1
1993;EE Prediliano Santana;132;ADEMIR PEDREIRO;1
1994;EE Prediliano Santana;132;VERONICA CHAVES;1
1995;EE Prediliano Santana;132;ANISIA DO SANTO ANTONIO;1
1996;EE Prediliano Santana;132;VALDECIR BADEGA;2
1997;EE Prediliano Santana;132;DORINHA;7
1998;EE Prediliano Santana;132;HIANCA FERREIRA;1
1999;EE Prediliano Santana;132;BETINHA DE LÉ;10
2000;EE Prediliano Santana;132;WESLEY GARÇOM;1
2001;EE Prediliano Santana;132;EDSON MIRANDA;4
2002;EE Prediliano Santana;132;ZOIM;1
2003;EE Prediliano Santana;132;TAZINHA;8
2004;EE Prediliano Santana;132;EVANDRO PINHO;2
2005;EE Prediliano Santana;132;THIAGO DURÃES;10
2006;EE Prediliano Santana;132;CLEYTON GARDENAL;1
2007;EE Prediliano Santana;132;JUNIO BARBOSA;1
2008;EE Prediliano Santana;132;GERALDINHO;1
2009;EE Prediliano Santana;132;NILO DO TAXI;7
2010;EE Prediliano Santana;132;TIÃO DE OLEGARIO;15
2011;EE Prediliano Santana;132;MESSIAS;2
2012;EE Prediliano Santana;132;LEIDE DA SAÚDE;1
2013;EE Prediliano Santana;132;NINHÃO;2
2014;EE Prediliano Santana;132;KÉSLEY;3
2015;EE Prediliano Santana;132;MARIA CLARA;8
2016;EE Prediliano Santana;132;JOÃO ERIK PROTETOR;2
2017;EE Prediliano Santana;132;MOACIR OLIVEIRA;5
2018;EE Prediliano Santana;132;MORGANA FIGUEIREDO;1
2019;EE Prediliano Santana;132;GATINHO SARMENTO;1
2020;EE Prediliano Santana;132;JUAREZ DO TRATOR;3
2021;EE Prediliano Santana;132;HENILTON IMÓVEIS;3
2022;EE Prediliano Santana;132;ZEZINHO DO SALÃO;5
2023;EE Prediliano Santana;132;LUCAS BAIXINHO;3
2024;EE Prediliano Santana;132;SERGINHO DA AUTO ELETRICA;7
2025;EE Prediliano Santana;132;LETICIA ASSISTENTE SOCIAL;1
2026;EE Prediliano Santana;132;MAERCIO;8
2027;EE Prediliano Santana;132;CIDA;4
2028;EE Prediliano Santana;132;JADSON;12
2029;EE Prediliano Santana;132;JOÃO DETETIVE;7
2030;EE Prediliano Santana;132;JO DA PADARIA;1
2031;EE Prediliano Santana;132;BENE DA BALANÇA;7
2032;EE Prediliano Santana;132;LEILIANE PROFESSORA;1
2033;EE Prediliano Santana;132;LIA DE BIDA;1
2034;EE Prediliano Santana;132;VILSINHO;1
2035;EE Prediliano Santana;132;MOREIRA;4
2036;EE Prediliano Santana;132;DAYANNE CARDOSO;2
2037;EE Prediliano Santana;132;ERIC ERLON;6
2038;EE Prediliano Santana;132;MAURICIO COSTA;2
2039;EE Prediliano Santana;132;GENIVALDO BARROS;6
2040;EE Prediliano Santana;132;ELIANY MAE ATIPICA;1
2041;EE Prediliano Santana;132;CAROL RODRIGUES;3
2042;EE Prediliano Santana;132;JOÃO LUIZ DE NEGÃO;16
2043;EE Prediliano Santana;132;EILTON SANTIAGO;4
2044;EE Prediliano Santana;132;JARBINHAS;3
2045;EE Prediliano Santana;132;GERSON TEIXEIRA;1
2046;EE Prediliano Santana;132;ALAN MIRANDA;1
2047;EE Prediliano Santana;132;JUNIOR GARÇOM;3
2048;EE Prediliano Santana;132;CARLIM;6
2049;EE Prediliano Santana;132;DEOLINDA DO FORRO;1
2050;EE Prediliano Santana;132;SELMA MORENA;1
2051;EE Prediliano Santana;212;MARCELO PETRONE;20
2052;EE Prediliano Santana;212;LORIM DA PADARIA;1
2053;EE Prediliano Santana;212;JOÃO PELA;12
2054;EE Prediliano Santana;212;MARINA SANTANA;5
2055;EE Prediliano Santana;212;CLAUDIO SAMPA;2
2056;EE Prediliano Santana;212;VERONICA CHAVES;1
2057;EE Prediliano Santana;212;ANISIA DO SANTO ANTONIO;2
2058;EE Prediliano Santana;212;DORINHA;7
2059;EE Prediliano Santana;212;HIANCA FERREIRA;2
2060;EE Prediliano Santana;212;BETINHA DE LÉ;9
2061;EE Prediliano Santana;212;LUIS VINICIUS DO CANTINHO;2
2062;EE Prediliano Santana;212;ORALDO MARTINS;3
2063;EE Prediliano Santana;212;MARLY;1
2064;EE Prediliano Santana;212;EDSON MIRANDA;5
2065;EE Prediliano Santana;212;ZOIM;2
2066;EE Prediliano Santana;212;TAZINHA;5
2067;EE Prediliano Santana;212;PRISCILA MATOS;3
2068;EE Prediliano Santana;212;EVANDRO PINHO;2
2069;EE Prediliano Santana;212;GIL PAGÓLE;1
2070;EE Prediliano Santana;212;THIAGO DURÃES;8
2071;EE Prediliano Santana;212;CLEYTON GARDENAL;2
2072;EE Prediliano Santana;212;JUNIO BARBOSA;5
2073;EE Prediliano Santana;212;PALOMA PIPOQUINHA;1
2074;EE Prediliano Santana;212;NILO DO TAXI;7
2075;EE Prediliano Santana;212;TIÃO DE OLEGARIO;8
2076;EE Prediliano Santana;212;MESSIAS;1
2077;EE Prediliano Santana;212;KÉSLEY;3
2078;EE Prediliano Santana;212;MARIA CLARA;6
2079;EE Prediliano Santana;212;MOACIR OLIVEIRA;7
2080;EE Prediliano Santana;212;GATINHO SARMENTO;1
2081;EE Prediliano Santana;212;JUAREZ DO TRATOR;2
2082;EE Prediliano Santana;212;HENILTON IMÓVEIS;12
2083;EE Prediliano Santana;212;ÍCARO CABELEREIRO;1
2084;EE Prediliano Santana;212;ZEZINHO DO SALÃO;7
2085;EE Prediliano Santana;212;LUCAS BAIXINHO;2
2086;EE Prediliano Santana;212;SERGINHO DA AUTO ELETRICA;8
2087;EE Prediliano Santana;212;MAERCIO;14
2088;EE Prediliano Santana;212;CIDA;1
2089;EE Prediliano Santana;212;PEDINHA DO BAR;1
2090;EE Prediliano Santana;212;JADSON;13
2091;EE Prediliano Santana;212;JOÃO DETETIVE;8
2092;EE Prediliano Santana;212;DALVA;1
2093;EE Prediliano Santana;212;JO DA PADARIA;1
2094;EE Prediliano Santana;212;BENE DA BALANÇA;7
2095;EE Prediliano Santana;212;LEILIANE PROFESSORA;2
2096;EE Prediliano Santana;212;LIA DE BIDA;1
2097;EE Prediliano Santana;212;VILSINHO;1
2098;EE Prediliano Santana;212;MOREIRA;14
2099;EE Prediliano Santana;212;PEU;2
2100;EE Prediliano Santana;212;GLAUBER DA SAÚDE;2
2101;EE Prediliano Santana;212;CID RODRIGUES;1
2102;EE Prediliano Santana;212;DAYANNE CARDOSO;2
2103;EE Prediliano Santana;212;ERIC ERLON;4
2104;EE Prediliano Santana;212;GENIVALDO BARROS;1
2105;EE Prediliano Santana;212;DILSON CORINGA DO BOI DE JANEI;1
2106;EE Prediliano Santana;212;ELIANY MAE ATIPICA;1
2107;EE Prediliano Santana;212;FABIO SOUZA;1
2108;EE Prediliano Santana;212;CAROL RODRIGUES;2
2109;EE Prediliano Santana;212;JOÃO LUIZ DE NEGÃO;15
2110;EE Prediliano Santana;212;EILTON SANTIAGO;5
2111;EE Prediliano Santana;212;GERSON TEIXEIRA;1
2112;EE Prediliano Santana;212;ALAN MIRANDA;4
2113;EE Prediliano Santana;212;FABIO SALES;1
2114;EE Prediliano Santana;212;PATTY;3
2115;EE Prediliano Santana;212;JUNIOR GARÇOM;3
2116;EE Prediliano Santana;212;CARLIM;7
2117;EE Prediliano Santana;212;SELMA MORENA;1
2118;EE Prediliano Santana;118;MARCELO PETRONE;22
2119;EE Prediliano Santana;118;LORIM DA PADARIA;3
2120;EE Prediliano Santana;118;JOÃO PELA;14
2121;EE Prediliano Santana;118;MARINA SANTANA;1
2122;EE Prediliano Santana;118;VICTOR MOTORISTA BODÃO;1
2123;EE Prediliano Santana;118;CLAUDIO SAMPA;2
2124;EE Prediliano Santana;118;VERONICA CHAVES;6
2125;EE Prediliano Santana;118;ANISIA DO SANTO ANTONIO;3
2126;EE Prediliano Santana;118;DORINHA;4
2127;EE Prediliano Santana;118;HIANCA FERREIRA;2
2128;EE Prediliano Santana;118;BETINHA DE LÉ;11
2129;EE Prediliano Santana;118;LUIS VINICIUS DO CANTINHO;1
2130;EE Prediliano Santana;118;ORALDO MARTINS;1
2131;EE Prediliano Santana;118;WESLEY GARÇOM;2
2132;EE Prediliano Santana;118;DIM DEFICIENTE VISUAL;1
2133;EE Prediliano Santana;118;MARLY;2
2134;EE Prediliano Santana;118;EDSON MIRANDA;9
2135;EE Prediliano Santana;118;TAZINHA;8
2136;EE Prediliano Santana;118;PRISCILA MATOS;2
2137;EE Prediliano Santana;118;EVANDRO PINHO;2
2138;EE Prediliano Santana;118;THIAGO DURÃES;9
2139;EE Prediliano Santana;118;CLEYTON GARDENAL;1
2140;EE Prediliano Santana;118;JUNIO BARBOSA;4
2141;EE Prediliano Santana;118;NILO DO TAXI;4
2142;EE Prediliano Santana;118;TIÃO DE OLEGARIO;13
2143;EE Prediliano Santana;118;MESSIAS;1
2144;EE Prediliano Santana;118;LEIDE DA SAÚDE;1
2145;EE Prediliano Santana;118;NINHÃO;1
2146;EE Prediliano Santana;118;MARIA CLARA;9
2147;EE Prediliano Santana;118;AGNELO MEDINA;1
2148;EE Prediliano Santana;118;JOÃO ERIK PROTETOR;1
2149;EE Prediliano Santana;118;NILCE ARTESÃ;3
2150;EE Prediliano Santana;118;MOACIR OLIVEIRA;6
2151;EE Prediliano Santana;118;ELIETE SILVEIRA;1
2152;EE Prediliano Santana;118;GATINHO SARMENTO;3
2153;EE Prediliano Santana;118;JUAREZ DO TRATOR;1
2154;EE Prediliano Santana;118;HENILTON IMÓVEIS;3
2155;EE Prediliano Santana;118;ÍCARO CABELEREIRO;1
2156;EE Prediliano Santana;118;GERALDO DO PINCH;1
2157;EE Prediliano Santana;118;ZEZINHO DO SALÃO;5
2158;EE Prediliano Santana;118;LUCAS BAIXINHO;2
2159;EE Prediliano Santana;118;RUBINHO ENFERMEIRO;3
2160;EE Prediliano Santana;118;SERGINHO DA AUTO ELETRICA;6
2161;EE Prediliano Santana;118;LETICIA ASSISTENTE SOCIAL;2
2162;EE Prediliano Santana;118;MAERCIO;5
2163;EE Prediliano Santana;118;CIDA;1
2164;EE Prediliano Santana;118;PEDINHA DO BAR;1
2165;EE Prediliano Santana;118;JADSON;13
2166;EE Prediliano Santana;118;JOÃO DETETIVE;4
2167;EE Prediliano Santana;118;JO DA PADARIA;1
2168;EE Prediliano Santana;118;BENE DA BALANÇA;8
2169;EE Prediliano Santana;118;LEILIANE PROFESSORA;1
2170;EE Prediliano Santana;118;VILSINHO;2
2171;EE Prediliano Santana;118;MOREIRA;5
2172;EE Prediliano Santana;118;PEU;2
2173;EE Prediliano Santana;118;GLAUBER DA SAÚDE;2
2174;EE Prediliano Santana;118;CID RODRIGUES;1
2175;EE Prediliano Santana;118;ZE MILTON;1
2176;EE Prediliano Santana;118;ERIC ERLON;2
2177;EE Prediliano Santana;118;GENIVALDO BARROS;3
2178;EE Prediliano Santana;118;DILSON CORINGA DO BOI DE JANEI;1
2179;EE Prediliano Santana;118;DAOZINHO DO BAR;1
2180;EE Prediliano Santana;118;CAROL RODRIGUES;4
2181;EE Prediliano Santana;118;JOÃO LUIZ DE NEGÃO;7
2182;EE Prediliano Santana;118;EILTON SANTIAGO;11
2183;EE Prediliano Santana;118;JARBINHAS;1
2184;EE Prediliano Santana;118;FABIO SALES;2
2185;EE Prediliano Santana;118;PATTY;1
2186;EE Prediliano Santana;118;JUNIOR GARÇOM;7
2187;EE Prediliano Santana;118;CARLIM;10
2188;EE Prediliano Santana;118;SELMA MORENA;1
2189;EE Prediliano Santana;252;MARCELO PETRONE;20
2190;EE Prediliano Santana;252;LORIM DA PADARIA;2
2191;EE Prediliano Santana;252;JOÃO PELA;5
2192;EE Prediliano Santana;252;MARINA SANTANA;5
2193;EE Prediliano Santana;252;VICTOR MOTORISTA BODÃO;3
2194;EE Prediliano Santana;252;CLAUDIO SAMPA;1
2195;EE Prediliano Santana;252;VALDECIR BADEGA;3
2196;EE Prediliano Santana;252;DORINHA;5
2197;EE Prediliano Santana;252;HIANCA FERREIRA;2
2198;EE Prediliano Santana;252;BETINHA DE LÉ;6
2199;EE Prediliano Santana;252;LUIS VINICIUS DO CANTINHO;1
2200;EE Prediliano Santana;252;ORALDO MARTINS;1
2201;EE Prediliano Santana;252;WESLEY GARÇOM;2
2202;EE Prediliano Santana;252;EDSON MIRANDA;5
2203;EE Prediliano Santana;252;TAZINHA;1
2204;EE Prediliano Santana;252;PRISCILA MATOS;2
2205;EE Prediliano Santana;252;GIL PAGÓLE;3
2206;EE Prediliano Santana;252;THIAGO DURÃES;13
2207;EE Prediliano Santana;252;CLEYTON GARDENAL;1
2208;EE Prediliano Santana;252;JUNIO BARBOSA;2
2209;EE Prediliano Santana;252;PALOMA PIPOQUINHA;1
2210;EE Prediliano Santana;252;NILO DO TAXI;4
2211;EE Prediliano Santana;252;TIÃO DE OLEGARIO;10
2212;EE Prediliano Santana;252;MESSIAS;1
2213;EE Prediliano Santana;252;LEIDE DA SAÚDE;1
2214;EE Prediliano Santana;252;KÉSLEY;6
2215;EE Prediliano Santana;252;MARIA CLARA;11
2216;EE Prediliano Santana;252;JOÃO ERIK PROTETOR;2
2217;EE Prediliano Santana;252;MOACIR OLIVEIRA;7
2218;EE Prediliano Santana;252;JUAREZ DO TRATOR;1
2219;EE Prediliano Santana;252;HENILTON IMÓVEIS;4
2220;EE Prediliano Santana;252;ÍCARO CABELEREIRO;1
2221;EE Prediliano Santana;252;ZEZINHO DO SALÃO;9
2222;EE Prediliano Santana;252;LUCAS BAIXINHO;8
2223;EE Prediliano Santana;252;SERGINHO DA AUTO ELETRICA;8
2224;EE Prediliano Santana;252;LETICIA ASSISTENTE SOCIAL;1
2225;EE Prediliano Santana;252;MAERCIO;4
2226;EE Prediliano Santana;252;CIDA;2
